t_s,tenant,latency_ms,service_ms,qdepth,warmup
0.057,t2_squeezenet,37.761,36.225,0,1
0.186,t2_squeezenet,45.234,42.486,0,1
0.243,t2_squeezenet,48.578,47.375,1,1
0.290,t2_squeezenet,67.190,47.089,1,1
0.335,t2_squeezenet,55.683,44.523,1,1
0.379,t2_squeezenet,70.855,43.753,1,1
0.423,t2_squeezenet,48.039,44.327,1,1
0.463,t2_squeezenet,46.829,39.578,0,1
0.763,t2_squeezenet,40.374,37.261,2,1
0.794,t2_squeezenet,67.679,30.587,1,1
0.823,t2_squeezenet,79.908,29.166,0,1
0.883,t2_squeezenet,36.116,34.472,0,1
0.957,t2_squeezenet,33.001,29.265,0,1
1.076,t2_squeezenet,33.610,32.097,2,1
1.105,t2_squeezenet,53.786,29.112,1,1
1.135,t2_squeezenet,75.744,30.071,0,1
1.227,t2_squeezenet,34.967,31.820,0,1
1.435,t2_squeezenet,30.744,30.613,1,1
1.464,t2_squeezenet,42.774,29.140,2,1
1.493,t2_squeezenet,44.182,29.091,2,1
1.526,t2_squeezenet,72.922,32.723,1,1
1.559,t2_squeezenet,81.654,32.872,3,1
1.591,t2_squeezenet,54.313,32.238,2,1
1.635,t2_squeezenet,84.176,43.411,1,1
1.680,t2_squeezenet,123.046,44.763,0,1
1.742,t2_squeezenet,60.776,56.973,0,1
1.808,t2_squeezenet,53.631,50.667,0,1
1.858,t2_squeezenet,39.239,35.414,0,1
1.933,t2_squeezenet,43.741,39.323,0,1
2.004,t2_squeezenet,47.841,45.556,1,1
2.066,t2_squeezenet,63.007,62.140,1,1
2.150,t2_squeezenet,141.924,83.474,1,1
2.194,t2_squeezenet,102.459,44.357,0,1
2.270,t2_squeezenet,50.452,45.586,0,1
2.354,t2_squeezenet,79.977,78.560,1,1
2.393,t2_squeezenet,97.115,39.430,0,1
2.615,t2_squeezenet,49.374,44.662,0,1
2.667,t2_squeezenet,33.226,31.643,2,1
2.751,t2_squeezenet,105.559,83.259,4,1
2.794,t2_squeezenet,133.759,43.379,3,1
2.850,t2_squeezenet,179.223,56.252,3,1
2.892,t2_squeezenet,181.476,41.194,2,1
2.974,t2_squeezenet,229.717,82.309,1,1
3.057,t2_squeezenet,249.123,83.552,1,1
3.105,t2_squeezenet,50.655,47.750,1,1
3.184,t2_squeezenet,81.668,78.937,1,1
3.270,t2_squeezenet,96.472,86.090,2,1
